species,collection_no,source_database,collection.authorizer,taxon_no,occurrence.reference_no,collection.reference_no,ma_max,ma_min,ma_mid,lithadj,minor_lithology,minor_lithology2,lithadj2,lithology2,lithology_mel,lithadj_mel,lithology2_mel,ref_lithology_mel,occurrence_no,slice,stage,single_occurrence,strat_range,gp_lat,gp_lng,latdec,lngdec,ma_range,slice_range,lithology1,energetic_system,specimen_no,mni,mni_assumed,abundance_ref,specimens,genus,family
Apachesaurus gregorii,48421,PaleoDB,M. Carrano,69036,12930,12930,221.5,205.6,213.55,"gray,red","silty,calcareous","silty,calcareous","paleosol/pedogenic,concretionary,gray,red",mudstone,NA,NA,NA,NA,483857,43,Norian,no,longer,10.53771571,-37.61840232,35.046111,-109.829722,15,2,mudstone,low,1,1,y,1,reference missing;  eleveated from element to specimens,Apachesaurus,Metoposauridae
Apachesaurus gregorii,93113,PaleoDB,R. Butler,69036,14122,14122,221.5,205.6,213.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,838836,43,Norian,no,longer,10.42535142,-37.5863469,34.9425,-109.764167,15,2,siltstone,medium 1,1,1,y,1,eleveated from element to specimens,Apachesaurus,Metoposauridae
Apachesaurus gregorii,48546,ETE,M. Carrano,69036,14122,14122,221.5,205.6,213.55,NA,NA,calcareous,"bioturbation,paleosol/pedogenic,ferruginous,blue",mudstone,NA,NA,NA,NA,517579,43,Norian,no,longer,10.57236527,-37.58108035,35.0875,-109.794444,15,2,sandstone,medium 1,1,1,y,1,NA,Apachesaurus,Metoposauridae
Apachesaurus gregorii,84264,ETE,M. Carrano,69036,14122,12934,221.5,205.6,213.55,"intraclastic,gray","argillaceous,cherty/siliceous",NA,NA,NA,NA,NA,NA,NA,838889,43,Norian,no,longer,10.4293854,-37.5852599,34.946667,-109.763889,15,2,siltstone,medium 1,1,1,y,1,NA,Apachesaurus,Metoposauridae
Apachesaurus gregorii,93425,PaleoDB,R. Butler,69036,14122,14122,221.5,205.6,213.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,842102,43,Norian,no,longer,10.46991085,-37.60035235,34.983333,-109.791667,15,2,not reported,NA,1,1,y,1,eleveated from element to specimens,Apachesaurus,Metoposauridae
Apachesaurus gregorii,93432,PaleoDB,R. Butler,69036,14122,14122,221.5,205.6,213.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,842119,43,Norian,no,longer,10.41941734,-37.56418937,34.941111,-109.736667,15,2,not reported,NA,1,1,y,1,eleveated from element to specimens,Apachesaurus,Metoposauridae
Apachesaurus gregorii,93135,ETE,R. Butler,69036,14122,14122,221.5,205.6,213.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,838997,43,Norian,no,longer,10.38210687,-37.61911613,34.893611,-109.791944,15,2,not reported,NA,1,1,y,1,NA,Apachesaurus,Metoposauridae
Apachesaurus gregorii,92826,PaleoDB,R. Butler,69036,14122,35767,221.5,205.6,213.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,837212,43,Norian,no,longer,10.4140182,-37.57667581,34.933333,-109.75,15,2,not reported,NA,1,1,y,1,NA,Apachesaurus,Metoposauridae
Apachesaurus gregorii,93443,PaleoDB,R. Butler,69036,14122,14122,221.5,205.6,213.55,NA,NA,NA,NA,NA,mudstone,NA,NA,123,842143,43,Norian,no,longer,10.32541809,-37.6568731,34.830556,-109.822222,15,2,mudstone,low,2,1,y,1,NA,Apachesaurus,Metoposauridae
Apachesaurus gregorii,93671,PaleoDB,R. Butler,69036,31760,31760,221.5,205.6,213.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,843296,43,Norian,no,longer,9.579589703,-32.58626951,35,-103.666667,15,2,not reported,NA,2,1,y,1,NA,Apachesaurus,Metoposauridae
Apachesaurus gregorii,93459,PaleoDB,R. Butler,69036,14122,14122,221.5,205.6,213.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,842188,43,Norian,no,longer,10.20485429,-37.54964927,34.733889,-109.666667,15,2,not reported,NA,2,1,y,1,NA,Apachesaurus,Metoposauridae
Apachesaurus gregorii,93653,PaleoDB,R. Butler,69036,31760,31760,221.5,205.6,213.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,843239,43,Norian,no,longer,9.579589703,-32.58626951,35,-103.666667,15,2,not reported,NA,2,1,y,1,NA,Apachesaurus,Metoposauridae
Apachesaurus gregorii,48516,ETE,M. Carrano,69036,32312,12956,221.5,205.6,213.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,853403,43,Norian,no,longer,9.90358312,-32.29333854,35.365278,-103.38,15,2,sandstone,medium 1,3,1,y,224,2 intercentra; 1 skull; corrected pbdb here,Apachesaurus,Metoposauridae
Apachesaurus gregorii,84263,ETE,M. Carrano,69036,14122,12930,221.5,205.6,213.55,"red,yellow",NA,calcareous,"brown,red",claystone,NA,NA,NA,NA,782139,43,Norian,no,longer,10.54449133,-37.62240331,35.051944,-109.836111,15,2,claystone,low,4,1,y,1,NA,Apachesaurus,Metoposauridae
Apachesaurus gregorii,83738,ETE,M. Carrano,69036,14122,28078,221.5,205.6,213.55,pebbly,argillaceous,NA,NA,NA,NA,clay-pebble conglomerate,NA,1,778945,43,Norian,no,longer,9.493881309,-32.40376972,34.943611,-103.433333,15,2,conglomerate,high,7,3,n,31,"portions of 3 skulls, pectoral elements and centra",Apachesaurus,Metoposauridae
Apachesaurus gregorii,93541,PaleoDB,R. Butler,69036,14122,14122,221.5,205.6,213.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,842769,43,Norian,no,longer,11.59639897,-38.66376781,35.866667,-111.333333,15,2,not reported,NA,7,1,y,1,eleveated from element to specimens,Apachesaurus,Metoposauridae
Apachesaurus gregorii,49500,ETE,M. Carrano,69036,14122,13247,221.5,205.6,213.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,842080,43,Norian,no,longer,10.81918793,-37.5618602,35.333,-109.8333,15,2,mudstone,low,NA,NA,,NA,NA,Apachesaurus,Metoposauridae
Apachesaurus gregorii,13273,Fossilworks,J. Alroy,69036,29602,4400,221.5,205.6,213.55,red,NA,NA,"""cross stratification""",sandstone,NA,NA,NA,NA,149923,43,Norian,no,longer,7.828468216,-30.86435555,33.521389,-101.315,15,2,mudstone,low,NA,NA,,NA,NA,Apachesaurus,Metoposauridae
Apachesaurus gregorii,48547,PaleoDB,M. Carrano,69036,14122,12930,221.5,205.6,213.55,"paleosol/pedogenic,green,blue",calcareous,NA,paleosol/pedogenic,mudstone,NA,NA,NA,NA,572544,43,Norian,no,longer,10.42635196,-37.58708167,34.943333,-109.765278,15,2,mudstone,low,NA,NA,,NA,NA,Apachesaurus,Metoposauridae
Apachesaurus gregorii,83736,ETE,M. Carrano,69036,31721,28078,235,221.5,228.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,1100726,42,Carnian,no,longer,13.77504326,-32.28706222,35.2374,-105.794,15,2,not reported,NA,NA,NA,,NA,NA,Apachesaurus,Metoposauridae
Apachesaurus gregorii,94105,PaleoDB,R. Butler,69036,14122,14122,221.5,205.6,213.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,845918,43,Norian,no,longer,11.45098554,-32.14327941,36.916667,-103.5,15,2,not reported,NA,NA,NA,,NA,NA,Apachesaurus,Metoposauridae
Apachesaurus gregorii,52499,ETE,M. Carrano,69036,14122,35767,221.5,205.6,213.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,837553,43,Norian,no,longer,9.950522372,-37.30405743,34.5333,-109.3167,15,2,not reported,NA,NA,NA,,NA,NA,Apachesaurus,Metoposauridae
Apachesaurus gregorii,93423,PaleoDB,R. Butler,69036,14122,14122,221.5,205.6,213.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,842098,43,Norian,no,longer,10.52025435,-37.59681214,35.033333,-109.8,15,2,not reported,NA,NA,NA,,NA,NA,Apachesaurus,Metoposauridae
Apachesaurus gregorii,93415,PaleoDB,R. Butler,69036,31638,14122,221.5,205.6,213.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,842344,43,Norian,no,longer,10.54942597,-37.57293536,35.066667,-109.779167,15,2,not reported,NA,NA,NA,,NA,NA,Apachesaurus,Metoposauridae
Apachesaurus gregorii,93418,PaleoDB,R. Butler,69036,14122,14122,221.5,205.6,213.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,842087,43,Norian,no,longer,10.81918793,-37.5618602,35.333,-109.8333,15,2,not reported,NA,NA,NA,,NA,NA,Apachesaurus,Metoposauridae
Apateon gracilis,52522,Fossilworks,J. Alroy,37038,14125,14125,295,290.1,292.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,517730,31,Sakmarian,yes,temporal single,7.727055414,23.29848619,50.999722,13.650278,0,1,limestone,low,NA,NA,,NA,NA,Apateon,Branchiosauridae
Aphaneramma rostratum,120232,PaleoDB,M. Clapham,37125,46574,38416,251.3,247.2,249.25,black,NA,NA,NA,NA,NA,NA,NA,NA,1131970,39,Olenekian,no,temporal single,55.79396962,22.23953007,78.25,17.84,0,1,shale,low,1,1,y,1,NA,Aphaneramma,Trematosauridae
Aphaneramma rostratum,144048,PaleoDB,R. Butler,266522,46574,46574,251.3,247.2,249.25,black,NA,NA,NA,NA,NA,NA,NA,NA,1131972,39,Olenekian,no,temporal single,55.89948057,21.19598457,78.583333,15.383333,0,1,shale,low,1,1,y,1,NA,Aphaneramma,Trematosauridae
Aphaneramma rostratum,143892,PaleoDB,R. Butler,266522,46560,46560,251.3,247.2,249.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,1131223,39,Olenekian,no,temporal single,55.7896402,21.31114965,78.456944,15.466111,0,1,not reported,NA,1,1,y,1,NA,Aphaneramma,Trematosauridae
Aphaneramma rostratum,143886,PaleoDB,R. Butler,266522,10295,10295,251.3,247.2,249.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,1131219,39,Olenekian,no,temporal single,55.71751013,21.92867073,78.252222,16.9025,0,1,not reported,NA,3,1,y,NA,NA,Aphaneramma,Trematosauridae
Aphaneramma rostratum,120366,PaleoDB,M. Clapham,266522,46574,38416,251.3,247.2,249.25,black,NA,NA,NA,NA,NA,NA,NA,NA,1131971,39,Olenekian,no,temporal single,55.88230219,21.1847046,78.57,15.32,0,1,shale,low,4,1,y,NA,NA,Aphaneramma,Trematosauridae
Aphaneramma rostratum,120228,PaleoDB,M. Clapham,266522,46568,38416,251.3,247.2,249.25,black,NA,NA,NA,NA,NA,NA,NA,NA,1131904,39,Olenekian,no,temporal single,55.80683278,22.146881,78.283333,17.633333,0,1,shale,low,5,1,y,NA,NA,Aphaneramma,Trematosauridae
Aphaneramma rostratum,120231,PaleoDB,M. Clapham,266522,46568,38416,251.3,247.2,249.25,black,NA,NA,NA,NA,NA,NA,NA,NA,1131900,39,Olenekian,no,temporal single,55.7284457,22.04237184,78.236111,17.211389,0,1,shale,low,NA,NA,,NA,NA,Aphaneramma,Trematosauridae
Aphaneramma rostratum,120372,PaleoDB,M. Clapham,266522,46568,38416,251.3,247.2,249.25,black,NA,NA,NA,NA,NA,NA,NA,NA,1131902,39,Olenekian,no,temporal single,55.86048365,20.86094079,78.62,14.43,0,1,shale,low,NA,NA,,NA,NA,Aphaneramma,Trematosauridae
Aphaneramma rostratum,120228,PaleoDB,M. Clapham,266522,46568,38416,251.3,247.2,249.25,black,NA,NA,NA,NA,NA,NA,NA,NA,1131899,39,Olenekian,no,temporal single,55.80683278,22.146881,78.283333,17.633333,0,1,shale,low,NA,NA,,NA,NA,Aphaneramma,Trematosauridae
Apodops pricei,77193,Fossilworks,J. Alroy,156823,31062,31062,58.7,48.6,53.65,NA,NA,NA,NA,NA,limestone,NA,limestone,NA,832393,70,Ypresian,yes,temporal single,-27.12387667,-28.88195167,-22.7,-43.166667,0,1,limestone,low,1,1,n,33,based on set of vertebra,Apodops,Caeciliidae
Apricosiren ensomi,28401,Fossilworks,J. Alroy,156368,30987,8336,145.5,140.2,142.85,NA,cherty/siliceous,"argillaceous,calcareous",NA,claystone,NA,NA,NA,NA,301084,56,Berriasian,no,temporal single,33.10265491,16.68944006,50.6,-1.966667,0,1,limestone,low,200,50,n,35,1 atlas. 2 vertebra. 2 dentaries. and 50 further atlases and stuff,Apricosiren,NA
Aralobatrachus robustus,58174,ETE,M. Carrano,202831,18862,16510,89.3,85.8,87.55,NA,NA,NA,NA,NA,claystone,fine grained,fine-grained siliciclastic,180,985890,64,Coniacian,no,longer,36.23407264,71.10928079,42.117293,62.655315,4,2,claystone,low,1,1,n,12,maxillary,Aralobatrachus,Discoglossidae
Aralobatrachus robustus,118246,PaleoDB,R. Benson,202831,18862,38131,89.3,85.8,87.55,NA,NA,NA,NA,NA,sandstone,NA,sandstone,180,985891,64,Coniacian,no,longer,36.23407264,71.10928079,42.117293,62.655315,4,2,sandstone,medium 1,2,1,n,12,2 ilia,Aralobatrachus,Discoglossidae
Aralobatrachus robustus,46959,ETE,M. Carrano,202831,18862,38131,94.3,89.3,91.8,NA,NA,NA,NA,NA,sandstone,"current signs, channel fill",sandstone,180,985888,63,Turonian,no,longer,35.92976291,70.46982967,42.117293,62.655315,4,2,sandstone,medium 2,2,1,n,12,2 maxillary,Aralobatrachus,Discoglossidae
Aralobatrachus robustus,58168,ETE,M. Carrano,202831,18862,38131,94.3,89.3,91.8,"""cross stratification""",NA,NA,NA,conglomerate,sandstone,current signs,sandstone,NA,985889,63,Turonian,no,longer,35.92976291,70.46982967,42.117293,62.655315,4,2,sandstone,medium 2,10,2,n,12,4 humeri. 5 maxillaries. 1 urostyle,Aralobatrachus,Discoglossidae
Arariphrynus placidoi,92097,Fossilworks,J. Alroy,156432,31011,31011,122.46,112.6,117.53,planar lamination,NA,NA,NA,NA,NA,NA,NA,NA,832082,60,Aptian,yes,temporal single,-5.740652219,3.436231942,-7.3,-39.283333,0,1,limestone,low,NA,NA,,1,NA,Arariphrynus,NA
Arizonerpeton wellsi,92271,PaleoDB,J. Mueller,156896,31089,31089,318.1,314.6,316.35,"intraclastic,shelly/skeletal,gray,yellow",silty,NA,NA,NA,NA,NA,NA,NA,832564,27,Bashkirian,yes,temporal single,-9.204140903,-49.92483308,31.733333,-109.566667,0,1,limestone,low,27,1,n,207,all vertebra,Arizonerpeton,Nectridea
Aspidosaurus chiton,28256,Fossilworks,J. Alroy,37021,7693,17702,279.5,272.5,276,red,NA,conglomeratic,NA,sandstone,NA,NA,NA,NA,296026,33,Kungurian,yes,temporal single,0.462893986,-29.63242439,33.766667,-99.216667,0,1,claystone,low,2,1,y,1,NA,Aspidosaurus,Dissorophidae
Austropelor wadleyi,136398,PaleoDB,R. Butler,251259,43613,43613,201.6,175.6,188.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1087049,47,Pliensbachian,yes,temporal single,-58.3656774,100.289969,-27.466667,152.583333,0,1,sandstone,medium 1,1,1,y,1,NA,Austropelor,Brachyopidae
Avitabatrachus uliana,116638,PaleoDB,P. Mannion,199258,37566,37566,99.7,94.3,97,"fine,brown,red",NA,NA,NA,NA,NA,NA,NA,NA,977164,62,Cenomanian,yes,temporal single,-38.078945,-33.77037152,-39.265833,-68.756389,0,1,sandstone,medium 1,NA,NA,,NA,NA,Avitabatrachus,NA
Aygroua anoualensis,45726,ETE,M. Carrano,201399,37819,7910,145.5,140.2,142.85,lenticular,calcareous,NA,red,sandstone,NA,NA,NA,NA,981556,56,Berriasian,yes,temporal single,16.56501981,11.29949371,32.66667,-3.1,0,1,limestone,low,24,2,n,206,9 ilia; 1 premaxilla; 3 maxillae; 2 atlantes; 6 vertebra; 2 scapulae,Aygroua,NA
Bakonybatrachus fedori,48722,PaleoDB,M. Carrano,214884,39482,15353,85.8,84.9,85.35,NA,sandy,argillaceous,gray,sandstone,claystone,NA,fine-grained siliciclastic,NA,1010383,65,Santonian,yes,temporal single,31.56505601,29.33592292,47.2167,17.6,0,1,claystone,medium 1,4,1,n,12,1 ilium. 3 skull elements,Bakonybatrachus,Discoglossidae
Balanerpeton woodi,22725,ETE,A. Behrensmeyer,227178,42475,4596,336,326.4,331.2,black,NA,NA,NA,"""limestone""",NA,NA,NA,NA,220215,25,Visean,yes,temporal single,-28.15289937,-9.243454463,55.95,-3.2,0,1,shale,low,27,27,n,204,mostly completed skeletons or skulls,Balanerpeton,NA
Banksiops townrowi,136590,PaleoDB,R. Butler,251467,43692,43692,252.3,251.3,251.8,pebbly,muddy,NA,NA,NA,conglomerate,clay-pebble conglomerate,NA,1,1087669,38,Induan,no,temporal single,-82.36395039,59.81033359,-43.083333,147.283333,0,1,conglomerate,high,1,1,n,199,Skull fragment MUZD 1925,Banksiops,Brachyopidae
Banksiops townrowi,117149,PaleoDB,R. Butler,251467,43692,43692,252.3,251.3,251.8,"micaceous,gray",carbonaceous,NA,red,siltstone,NA,NA,NA,NA,1087659,38,Induan,no,temporal single,-82.35587139,61.33846023,-42.880556,147.303611,0,1,shale,low,1,1,n,199,Incomplete right lower jaw ramus UTGD 89381.,Banksiops,Brachyopidae
Banksiops townrowi,136593,PaleoDB,R. Butler,251467,43692,43692,252.3,251.3,251.8,black,carbonaceous,NA,NA,NA,NA,NA,NA,NA,1087679,38,Induan,no,temporal single,-82.65516901,61.0336203,-42.956111,147.702778,0,1,shale,low,46,8,n,199,8 incomplete skulls; 4 lower jaw fragments; 9 partly articulated clavicles with interclavicles; 8 incomplete interclavicles; 2 incomplete atlases; 8 intercentra; 4 rib fragments; 2 incl ilia; 1 left femur,Banksiops,Brachyopidae
Baphetes orientalis,84835,PaleoDB,J. Mueller,335018,57720,28608,311.45,305.9,308.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,1311120,28,Moscovian,yes,temporal single,-1.468283224,18.68593021,49.713056,13.207222,0,1,coal,low,NA,NA,,1,NA,NA,NA
Bathignathus poikilops,98617,PaleoDB,R. Butler,NA,47045,34025,251.3,247.2,249.25,NA,NA,NA,NA,NA,sandstone,fine grained,NA,1,1142844,39,Olenekian,yes,temporal single,-49.96272207,-5.092294274,-28.181944,27.96,0,1,sandstone,medium 1,1,1,y,1,NC,Bathignathus,Brachyopidae
Batrachopodiscus curvus,84069,ETE,M. Carrano,NA,28154,28154,235,205.6,220.3,"green,red",NA,NA,NA,NA,NA,NA,NA,NA,780872,43,Norian,yes,temporal single,-51.99242429,7.448743909,-29.85,27.25,0,1,claystone,low,NA,NA,,NA,NA,Batrachopodiscus,NA
Batrachopodiscus quthingensis,84066,ETE,M. Carrano,NA,28154,28154,196.5,189.6,193.05,"fine,green",NA,NA,NA,NA,NA,NA,NA,NA,780866,46,Sinemurian,yes,temporal single,-43.98389532,15.28736167,-30.25,27.95,0,1,sandstone,medium 1,NA,NA,,NA,NA,Batrachopodiscus,NA
Batrachopodiscus tsanatalani,84069,ETE,M. Carrano,NA,28154,28154,235,205.6,220.3,"green,red",NA,NA,NA,NA,NA,NA,NA,NA,780873,43,Norian,yes,temporal single,-51.99242429,7.448743909,-29.85,27.25,0,1,claystone,low,NA,NA,,NA,NA,Batrachopodiscus,NA
Batrachosuchoides lacer,93104,PaleoDB,J. Mueller,NA,46394,31386,251.3,247.2,249.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,1127434,39,Olenekian,yes,temporal single,45.11323308,51.84013754,59.496111,50.176389,0,1,not reported,NA,29,1,y,1,eleveated from element to specimens,Batrachosuchoides,Brachyopidae
Batrachosuchus browni,80060,PaleoDB,J. Mueller,NA,30406,26917,247.2,242,244.6,NA,NA,NA,NA,NA,not reported,NA,NA,1,821550,40,Anisian,yes,temporal single,-50.76388385,-7.306338669,-30.683333,26.7,0,1,not reported,medium 1,1,1,y,1,NA,Batrachosuchus,Brachyopidae
Batrachosuchus concordi,99437,PaleoDB,R. Butler,NA,34187,34186,247.2,242,244.6,"nodular,red",NA,NA,red,NA,NA,NA,NA,NA,896224,40,Anisian,yes,temporal single,-39.64503944,17.90026468,-10.75,33.083333,0,1,mudstone,low,1,1,y,1,NA,Batrachosuchus,Brachyopidae
Batrachosuchus henwoodi,136569,PaleoDB,R. Butler,251458,43684,43684,252.3,247.2,249.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,1087567,39,Olenekian,yes,temporal single,-50.71063212,92.14721083,-17.852778,124.353889,0,1,shale,low,1,1,y,1,NC,Batrachosuchus,Brachyopidae
Batropetes fritschia,85451,PaleoDB,J. Mueller,137990,28837,28837,298.9,295,296.95,"planar lamination,gray",silty,NA,NA,NA,NA,NA,NA,NA,789758,30,Asselian,yes,temporal single,4.989818757,19.78853215,49.578056,7.696111,0,1,shale,low,1,1,y,1,NC,Batropetes,Brachystelechidae
Baurubatrachus pricei,83529,ETE,M. Carrano,NA,23371,23371,89.3,84.9,87.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,777776,64,Coniacian,yes,temporal single,-20.1853313,-15.44722671,-19.758056,-47.898333,0,1,not reported,NA,1,1,y,1,NC,Baurubatrachus,Ceratophryidae
Beelzebufo ampinga,144918,PaleoDB,M. Bell,NA,49974,46881,70.6,66.043,68.3215,NA,NA,NA,NA,NA,claystone,NA,fine-grained siliciclastic,NA,1192695,67,Maastrichtian,no,temporal single,-36.55851954,43.77503329,-15.9,46.6,0,1,claystone,low,1,1,y,1;77,NA,Beelzebufo,NA
Beelzebufo ampinga,117797,PaleoDB,P. Mannion,150288,49974,37865,70.6,66.043,68.3215,white,NA,NA,NA,NA,sandstone,NA,sandstone,NA,983390,67,Maastrichtian,no,temporal single,-36.56034116,43.74929104,-15.902778,46.578611,0,1,sandstone,medium 1,1,1,y,1;77,NA,Beelzebufo,NA
Beelzebufo ampinga,55270,ETE,M. Carrano,NA,49974,14771,70.6,66.043,68.3215,"fine,coarse",argillaceous,NA,NA,NA,sandstone,NA,sandstone,NA,1192705,67,Maastrichtian,no,temporal single,-36.55947522,43.77830792,-15.900833,46.602778,0,1,sandstone,medium 1,1,1,y,1;77,NA,Beelzebufo,NA
Beelzebufo ampinga,55268,ETE,M. Carrano,NA,49974,14771,70.6,66.043,68.3215,NA,NA,NA,NA,NA,sandstone,white,sandstone,1,1192697,67,Maastrichtian,no,temporal single,-36.56549697,43.75332106,-15.907778,46.582222,0,1,sandstone,medium 1,1,1,y,1;77,NA,Beelzebufo,NA
Beelzebufo ampinga,154149,NA,P. Mannion,NA,49974,49974,70.6,66.043,68.3215,NA,NA,NA,NA,NA,sandstone,white,sandstone,1,1192715,67,Maastrichtian,no,temporal single,-36.56549697,43.75332106,-15.907778,46.582222,0,1,sandstone,medium 1,1,1,y,1;77,NA,Beelzebufo,NA
Beelzebufo ampinga,154146,NA,P. Mannion,NA,49974,49974,70.6,66.043,68.3215,NA,NA,NA,NA,NA,sandstone,NA,sandstone,NA,1192712,67,Maastrichtian,no,temporal single,-36.56549697,43.75332106,-15.907778,46.582222,0,1,sandstone,medium 1,1,1,y,1;77,NA,Beelzebufo,NA
Beelzebufo ampinga,154141,NA,P. Mannion,NA,49974,49974,70.6,66.043,68.3215,white,NA,NA,NA,NA,sandstone,NA,sandstone,NA,1192706,67,Maastrichtian,no,temporal single,-36.56576227,43.75297249,-15.908056,46.581944,0,1,sandstone,medium 1,1,1,y,1;77,NA,Beelzebufo,NA
Beelzebufo ampinga,48389,ETE,M. Carrano,37422,49974,8733,70.6,66.043,68.3215,white,NA,NA,NA,NA,sandstone,NA,sandstone,NA,483686,67,Maastrichtian,no,temporal single,-36.56576227,43.75297249,-15.908056,46.581944,0,1,sandstone,medium 1,1,1,y,1;77,NA,Beelzebufo,NA
Beelzebufo ampinga,154148,NA,P. Mannion,NA,49974,49974,70.6,66.043,68.3215,NA,NA,NA,NA,NA,sandstone,current signs,sandstone,181,1192714,67,Maastrichtian,no,temporal single,-36.616163,43.11214955,-15.983333,46.05,0,1,sandstone,medium 2,1,1,y,1;77,NA,Beelzebufo,NA
Beelzebufo ampinga,154143,NA,P. Mannion,NA,49974,49974,70.6,66.043,68.3215,NA,NA,NA,NA,NA,sandstone,current signs,sandstone,181,1192709,67,Maastrichtian,no,temporal single,-36.55777403,43.76853197,-15.899497,46.59454,0,1,sandstone,medium 2,1,1,y,1;77,NA,Beelzebufo,NA
Beelzebufo ampinga,154144,NA,P. Mannion,NA,49974,49974,70.6,66.043,68.3215,NA,NA,NA,NA,NA,sandstone,current signs,sandstone,181,1192710,67,Maastrichtian,no,temporal single,-36.56549697,43.75332106,-15.907778,46.582222,0,1,sandstone,medium 2,1,1,y,1;77,NA,Beelzebufo,NA
Beelzebufo ampinga,154142,NA,P. Mannion,NA,49974,49974,70.6,66.043,68.3215,NA,NA,NA,NA,NA,sandstone,current signs,sandstone,181,1192708,67,Maastrichtian,no,temporal single,-36.56034116,43.74929104,-15.902778,46.578611,0,1,sandstone,medium 2,1,1,y,1;77,NA,Beelzebufo,NA
Beelzebufo ampinga,96692,PaleoDB,M. Carrano,NA,49974,32931,70.6,66.043,68.3215,NA,NA,NA,NA,NA,sandstone,current signs,sandstone,181,1192699,67,Maastrichtian,no,temporal single,-36.55777692,43.75509918,-15.9,46.583333,0,1,sandstone,medium 2,1,1,y,1;77,NA,Beelzebufo,NA
Beelzebufo ampinga,78931,Fossilworks,J. Alroy,NA,26523,26523,70.6,66.043,68.3215,NA,NA,NA,NA,NA,sandstone,current signs,sandstone,181,735475,67,Maastrichtian,no,temporal single,-36.56272196,43.75348156,-15.905,46.582222,0,1,sandstone,medium 2,1,1,y,1;77,NA,Beelzebufo,NA
Beelzebufo ampinga,154151,NA,P. Mannion,NA,49974,49974,70.6,66.043,68.3215,NA,NA,NA,NA,NA,NA,NA,NA,NA,1192717,67,Maastrichtian,no,temporal single,-36.73787828,42.72799588,-16.120833,45.736389,0,1,not reported,NA,1,1,y,1;77,NA,Beelzebufo,NA
Beelzebufo ampinga,154150,NA,P. Mannion,NA,49974,49974,70.6,66.043,68.3215,NA,NA,NA,NA,NA,NA,NA,NA,NA,1192716,67,Maastrichtian,no,temporal single,-36.73787828,42.72799588,-16.120833,45.736389,0,1,not reported,NA,1,1,y,1;77,NA,Beelzebufo,NA
Beelzebufo ampinga,154140,NA,P. Mannion,NA,49974,49974,70.6,66.043,68.3215,NA,NA,NA,NA,NA,sandstone,white,sandstone,1,1192704,67,Maastrichtian,no,temporal single,-36.56034116,43.74929104,-15.902778,46.578611,0,1,sandstone,medium 1,2,1,y,1; 77,NA,Beelzebufo,NA
